player,salary,season_end,season_start,team,team_name
De\'Aaron Fox,4609200,2018,2017,SAC,Sacramento Kings
Willie Cauley-Stein,3704160,2018,2017,SAC,Sacramento Kings
Buddy Hield,3675480,2018,2017,SAC,Sacramento Kings
Justin Jackson,2365560,2018,2017,SAC,Sacramento Kings
Georgios Papagiannis,2301360,2018,2017,SAC,Sacramento Kings
Matt Barnes,2133542,2018,2017,SAC,Sacramento Kings
Anthony Tolliver,2000000,2018,2017,SAC,Sacramento Kings
Harry Giles,1859400,2018,2017,SAC,Sacramento Kings
Malachi Richardson,1504560,2018,2017,SAC,Sacramento Kings
Arron Afflalo,1500000,2018,2017,SAC,Sacramento Kings
Skal Labissiere,1312611,2018,2017,SAC,Sacramento Kings
Frank Mason,1184385,2018,2017,SAC,Sacramento Kings
Caron Butler,517220,2018,2017,SAC,Sacramento Kings
LaMarcus Aldridge,21461010,2018,2017,SAS,San Antonio Spurs
Kawhi Leonard,18868625,2018,2017,SAS,San Antonio Spurs
Pau Gasol,16000000,2018,2017,SAS,San Antonio Spurs
Tony Parker,15453126,2018,2017,SAS,San Antonio Spurs
Patty Mills,10714286,2018,2017,SAS,San Antonio Spurs
Danny Green,10000000,2018,2017,SAS,San Antonio Spurs
Rudy Gay,8406000,2018,2017,SAS,San Antonio Spurs
Manu Ginobili,2500000,2018,2017,SAS,San Antonio Spurs
Kyle Anderson,2151704,2018,2017,SAS,San Antonio Spurs
Tim Duncan,1881250,2018,2017,SAS,San Antonio Spurs
Joffrey Lauvergne,1524305,2018,2017,SAS,San Antonio Spurs
Derrick White,1404600,2018,2017,SAS,San Antonio Spurs
Dejounte Murray,1312611,2018,2017,SAS,San Antonio Spurs
Bryn Forbes,1312611,2018,2017,SAS,San Antonio Spurs
Davis Bertans,1312611,2018,2017,SAS,San Antonio Spurs
Livio Jean-Charles,1035200,2018,2017,SAS,San Antonio Spurs
Brandon Paul,815615,2018,2017,SAS,San Antonio Spurs
Kyle Lowry,28703704,2018,2017,TOR,Toronto Raptors 
DeMar DeRozan,27739975,2018,2017,TOR,Toronto Raptors 
Serge Ibaka,20061729,2018,2017,TOR,Toronto Raptors 
Jonas Valanciunas,15460675,2018,2017,TOR,Toronto Raptors 
C.J. Miles,7936509,2018,2017,TOR,Toronto Raptors 
Lucas Nogueira,2947305,2018,2017,TOR,Toronto Raptors 
Jakob Poeltl,2825640,2018,2017,TOR,Toronto Raptors 
Bruno Caboclo,2451225,2018,2017,TOR,Toronto Raptors 
OG Anunoby,1645200,2018,2017,TOR,Toronto Raptors 
Delon Wright,1645200,2018,2017,TOR,Toronto Raptors 
Norman Powell,1471382,2018,2017,TOR,Toronto Raptors 
Pascal Siakam,1312611,2018,2017,TOR,Toronto Raptors 
Fred VanVleet,1312611,2018,2017,TOR,Toronto Raptors 
Justin Hamilton,1000000,2018,2017,TOR,Toronto Raptors 
Alfonzo McKinnie,815615,2018,2017,TOR,Toronto Raptors 
K.J. McDaniels,100000,2018,2017,TOR,Toronto Raptors 
Rudy Gobert,21974719,2018,2017,UTA,Utah Jazz
Ricky Rubio,14275000,2018,2017,UTA,Utah Jazz
Joe Ingles,14136364,2018,2017,UTA,Utah Jazz
Derrick Favors,12000000,2018,2017,UTA,Utah Jazz
Alec Burks,10845506,2018,2017,UTA,Utah Jazz
Joe Johnson,10505000,2018,2017,UTA,Utah Jazz
Thabo Sefolosha,5250000,2018,2017,UTA,Utah Jazz
Dante Exum,4992385,2018,2017,UTA,Utah Jazz
Jonas Jerebko,4000000,2018,2017,UTA,Utah Jazz
Ekpe Udoh,3200000,2018,2017,UTA,Utah Jazz
Donovan Mitchell,2621280,2018,2017,UTA,Utah Jazz
Rodney Hood,2386864,2018,2017,UTA,Utah Jazz
Raul Neto,1471382,2018,2017,UTA,Utah Jazz
Tony Bradley,1414920,2018,2017,UTA,Utah Jazz
Joel Bolomboy,1312611,2018,2017,UTA,Utah Jazz
Royce O\'Neale,815615,2018,2017,UTA,Utah Jazz
Otto Porter,24773250,2018,2017,WAS,Washington Wizards
Bradley Beal,23775506,2018,2017,WAS,Washington Wizards
John Wall,18063850,2018,2017,WAS,Washington Wizards
Ian Mahinmi,16661641,2018,2017,WAS,Washington Wizards
Marcin Gortat,12782609,2018,2017,WAS,Washington Wizards
Markieff Morris,8000000,2018,2017,WAS,Washington Wizards
Jason Smith,5225000,2018,2017,WAS,Washington Wizards
Jodie Meeks,3290000,2018,2017,WAS,Washington Wizards
Tomas Satoransky,3000000,2018,2017,WAS,Washington Wizards
Kelly Oubre,2093040,2018,2017,WAS,Washington Wizards
Tim Frazier,2000000,2018,2017,WAS,Washington Wizards
Mike Scott,1709538,2018,2017,WAS,Washington Wizards
Chris McCullough,1471382,2018,2017,WAS,Washington Wizards
Sheldon Mac,1312611,2018,2017,WAS,Washington Wizards
Martell Webster,830000,2018,2017,WAS,Washington Wizards
Carrick Felix,140902,2018,2017,WAS,Washington Wizards
Daniel Ochefu,50000,2018,2017,WAS,Washington Wizards
Dwight Howard,23180275,2017,2016,ATL,Atlanta Hawks
Paul Millsap,20072033,2017,2016,ATL,Atlanta Hawks
Kent Bazemore,15730338,2017,2016,ATL,Atlanta Hawks
Ersan Ilyasova,8400000,2017,2016,ATL,Atlanta Hawks
Mike Dunleavy,4837500,2017,2016,ATL,Atlanta Hawks
Kris Humphries,4000000,2017,2016,ATL,Atlanta Hawks
Thabo Sefolosha,3850000,2017,2016,ATL,Atlanta Hawks
Dennis Schroder,2708582,2017,2016,ATL,Atlanta Hawks
Malcolm Delaney,2500000,2017,2016,ATL,Atlanta Hawks
Taurean Waller-Prince,2318280,2017,2016,ATL,Atlanta Hawks
Tim Hardaway,2281605,2017,2016,ATL,Atlanta Hawks
Jarrett Jack,1551659,2017,2016,ATL,Atlanta Hawks
DeAndre\' Bembry,1499760,2017,2016,ATL,Atlanta Hawks
Mike Muscala,1015696,2017,2016,ATL,Atlanta Hawks
Edy Tavares,1000000,2017,2016,ATL,Atlanta Hawks
Ryan Kelly,418228,2017,2016,ATL,Atlanta Hawks
Jose Calderon,392478,2017,2016,ATL,Atlanta Hawks
Lamar Patterson,128623,2017,2016,ATL,Atlanta Hawks
Gary Neal,72193,2017,2016,ATL,Atlanta Hawks
Matt Costello,50000,2017,2016,ATL,Atlanta Hawks
Al Horford,26540100,2017,2016,BOS,Boston Celtic
Amir Johnson,12000000,2017,2016,BOS,Boston Celtic
Avery Bradley,8269663,2017,2016,BOS,Boston Celtic
Tyler Zeller,8000000,2017,2016,BOS,Boston Celtic
Isaiah Thomas,6587132,2017,2016,BOS,Boston Celtic
Jae Crowder,6286408,2017,2016,BOS,Boston Celtic
Jonas Jerebko,5000000,2017,2016,BOS,Boston Celtic
Jaylen Brown,4743000,2017,2016,BOS,Boston Celtic
Marcus Smart,3578880,2017,2016,BOS,Boston Celtic
Kelly Olynyk,3094014,2017,2016,BOS,Boston Celtic
Terry Rozier,1906440,2017,2016,BOS,Boston Celtic
James Young,1825200,2017,2016,BOS,Boston Celtic
Demetrius Jackson,1450000,2017,2016,BOS,Boston Celtic
Gerald Green,1410598,2017,2016,BOS,Boston Celtic
Jordan Mickey,1223653,2017,2016,BOS,Boston Celtic
R.J. Hunter,1200240,2017,2016,BOS,Boston Celtic
Ben Bentil,250000,2017,2016,BOS,Boston Celtic
Damion Lee,50000,2017,2016,BOS,Boston Celtic
Jalen Jones,25000,2017,2016,BOS,Boston Celtic
Marcus Georges-Hunt,25000,2017,2016,BOS,Boston Celtic
Nicolas Batum,20869566,2017,2016,CHA,Charlotte Hornets
Michael Kidd-Gilchrist,13000000,2017,2016,CHA,Charlotte Hornets
Marvin Williams,12250000,2017,2016,CHA,Charlotte Hornets
Kemba Walker,12000000,2017,2016,CHA,Charlotte Hornets
Jeremy Lamb,6511628,2017,2016,CHA,Charlotte Hornets
Marco Belinelli,6333333,2017,2016,CHA,Charlotte Hornets
Ramon Sessions,6000000,2017,2016,CHA,Charlotte Hornets
Cody Zeller,5318313,2017,2016,CHA,Charlotte Hornets
Frank Kaminsky,2730000,2017,2016,CHA,Charlotte Hornets
Chris Andersen,1551659,2017,2016,CHA,Charlotte Hornets
Brian Roberts,1050961,2017,2016,CHA,Charlotte Hornets
Christian Wood,874636,2017,2016,CHA,Charlotte Hornets
Treveon Graham,543471,2017,2016,CHA,Charlotte Hornets
Aaron Harrison,375579,2017,2016,CHA,Charlotte Hornets
Johnny O\'Bryant,276827,2017,2016,CHA,Charlotte Hornets
Briante Weber,231521,2017,2016,CHA,Charlotte Hornets
Mike Tobey,138938,2017,2016,CHA,Charlotte Hornets
Ray McCallum,119494,2017,2016,CHA,Charlotte Hornets
Dwyane Wade,23200000,2017,2016,CHI,Chicago Bulls
Jimmy Butler,17552209,2017,2016,CHI,Chicago Bulls
Rajon Rondo,14000000,2017,2016,CHI,Chicago Bulls
Robin Lopez,13219250,2017,2016,CHI,Chicago Bulls
Nikola Mirotic,5782450,2017,2016,CHI,Chicago Bulls
Anthony Morrow,3488000,2017,2016,CHI,Chicago Bulls
Michael Carter-Williams,3183526,2017,2016,CHI,Chicago Bulls
Cameron Payne,2112480,2017,2016,CHI,Chicago Bulls
Denzel Valentine,2092200,2017,2016,CHI,Chicago Bulls
Joffrey Lauvergne,1709720,2017,2016,CHI,Chicago Bulls
Jerian Grant,1643040,2017,2016,CHI,Chicago Bulls
Bobby Portis,1453680,2017,2016,CHI,Chicago Bulls
Isaiah Canaan,1015696,2017,2016,CHI,Chicago Bulls
Cristiano Felicio,874636,2017,2016,CHI,Chicago Bulls
Paul Zipser,750000,2017,2016,CHI,Chicago Bulls
R.J. Hunter,425000,2017,2016,CHI,Chicago Bulls
Thomas Walkup,69500,2017,2016,CHI,Chicago Bulls
LeBron James,30963450,2017,2016,CLE,Cleveland Caveliers
Kevin Love,21165675,2017,2016,CLE,Cleveland Caveliers
Kyrie Irving,17638063,2017,2016,CLE,Cleveland Caveliers
Tristan Thompson,15330435,2017,2016,CLE,Cleveland Caveliers
J.R. Smith,12800000,2017,2016,CLE,Cleveland Caveliers
Iman Shumpert,9700000,2017,2016,CLE,Cleveland Caveliers
Channing Frye,7806971,2017,2016,CLE,Cleveland Caveliers
Kyle Korver,5239437,2017,2016,CLE,Cleveland Caveliers
Richard Jefferson,2500000,2017,2016,CLE,Cleveland Caveliers
James Jones,1551659,2017,2016,CLE,Cleveland Caveliers
Jordan McRae,874636,2017,2016,CLE,Cleveland Caveliers
Kay Felder,543471,2017,2016,CLE,Cleveland Caveliers
Derrick Williams,402043,2017,2016,CLE,Cleveland Caveliers
Deron Williams,259626,2017,2016,CLE,Cleveland Caveliers
Andrew Bogut,242224,2017,2016,CLE,Cleveland Caveliers
Larry Sanders,207722,2017,2016,CLE,Cleveland Caveliers
Dahntay Jones,24022,2017,2016,CLE,Cleveland Caveliers
Edy Tavares,5145,2017,2016,CLE,Cleveland Caveliers
Dirk Nowitzki,25000000,2017,2016,DAL,Dallas Mavericks
Harrison Barnes,22116750,2017,2016,DAL,Dallas Mavericks
Wesley Matthews,17100000,2017,2016,DAL,Dallas Mavericks
Deron Williams,9000000,2017,2016,DAL,Dallas Mavericks
Dwight Powell,8375000,2017,2016,DAL,Dallas Mavericks
Nerlens Noel,4384490,2017,2016,DAL,Dallas Mavericks
Devin Harris,4228000,2017,2016,DAL,Dallas Mavericks
J.J. Barea,4096950,2017,2016,DAL,Dallas Mavericks
Seth Curry,2898000,2017,2016,DAL,Dallas Mavericks
Quincy Acy,1050961,2017,2016,DAL,Dallas Mavericks
DeAndre Liggins,1015696,2017,2016,DAL,Dallas Mavericks
Salah Mejri,874636,2017,2016,DAL,Dallas Mavericks
Jonathan Gibson,680937,2017,2016,DAL,Dallas Mavericks
A.J. Hammons,650000,2017,2016,DAL,Dallas Mavericks
Dorian Finney-Smith,543471,2017,2016,DAL,Dallas Mavericks
Nicolas Brussino,543471,2017,2016,DAL,Dallas Mavericks
Maurice Ndour,437318,2017,2016,DAL,Dallas Mavericks
Gal Mekel,315760,2017,2016,DAL,Dallas Mavericks
Yogi Ferrell,239767,2017,2016,DAL,Dallas Mavericks
Manny Harris,119494,2017,2016,DAL,Dallas Mavericks
Pierre Jackson,105498,2017,2016,DAL,Dallas Mavericks
Kyle Collinsworth,70000,2017,2016,DAL,Dallas Mavericks
Jarrod Uthoff,63938,2017,2016,DAL,Dallas Mavericks
Quinn Cook,31969,2017,2016,DAL,Dallas Mavericks
Ben Bentil,31969,2017,2016,DAL,Dallas Mavericks
Jameel Warney,20000,2017,2016,DAL,Dallas Mavericks
Danilo Gallinari,15050000,2017,2016,DEN,Denver Nuggets
Kenneth Faried,12078652,2017,2016,DEN,Denver Nuggets
Wilson Chandler,11200000,2017,2016,DEN,Denver Nuggets
Darrell Arthur,8070175,2017,2016,DEN,Denver Nuggets
Roy Hibbert,5000000,2017,2016,DEN,Denver Nuggets
Jameer Nelson,4540525,2017,2016,DEN,Denver Nuggets
Will Barton,3533333,2017,2016,DEN,Denver Nuggets
Mike Miller,3500000,2017,2016,DEN,Denver Nuggets
Emmanuel Mudiay,3241800,2017,2016,DEN,Denver Nuggets
Jamal Murray,3210840,2017,2016,DEN,Denver Nuggets
Mason Plumlee,2328530,2017,2016,DEN,Denver Nuggets
Mo Williams,2200000,2017,2016,DEN,Denver Nuggets
Juan Hernangomez,1987440,2017,2016,DEN,Denver Nuggets
Gary Harris,1655880,2017,2016,DEN,Denver Nuggets
Malik Beasley,1627320,2017,2016,DEN,Denver Nuggets
Nikola Jokic,1358500,2017,2016,DEN,Denver Nuggets
Nick Johnson,980431,2017,2016,DEN,Denver Nuggets
Alonzo Gee,495227,2017,2016,DEN,Denver Nuggets
Robbie Hummel,150000,2017,2016,DEN,Denver Nuggets
Jarnell Stokes,150000,2017,2016,DEN,Denver Nuggets
Johnny O\'Bryant,115344,2017,2016,DEN,Denver Nuggets
D.J. Kennedy,50000,2017,2016,DEN,Denver Nuggets
Nate Wolters,50000,2017,2016,DEN,Denver Nuggets
Andre Drummond,22116750,2017,2016,DET,Detroit Pistons
Tobias Harris,17200000,2017,2016,DET,Detroit Pistons
Reggie Jackson,14956522,2017,2016,DET,Detroit Pistons
Jon Leuer,10991957,2017,2016,DET,Detroit Pistons
Boban Marjanovic,7000000,2017,2016,DET,Detroit Pistons
Aron Baynes,6500000,2017,2016,DET,Detroit Pistons
Ish Smith,6000000,2017,2016,DET,Detroit Pistons
Josh Smith,5400000,2017,2016,DET,Detroit Pistons
Marcus Morris,4625000,2017,2016,DET,Detroit Pistons
Kentavious Caldwell-Pope,3678319,2017,2016,DET,Detroit Pistons
Stanley Johnson,2969880,2017,2016,DET,Detroit Pistons
Reggie Bullock,2255644,2017,2016,DET,Detroit Pistons
Henry Ellenson,1704120,2017,2016,DET,Detroit Pistons
Beno Udrih,1551659,2017,2016,DET,Detroit Pistons
Darrun Hilliard,874636,2017,2016,DET,Detroit Pistons
Michael Gbinije,650000,2017,2016,DET,Detroit Pistons
Aaron Gray,452059,2017,2016,DET,Detroit Pistons
Nikola Jovanovic,30000,2017,2016,DET,Detroit Pistons
Ray McCallum,11949,2017,2016,DET,Detroit Pistons
Kevin Durant,26540100,2017,2016,GSW,Golden State Warriors
Klay Thompson,16663575,2017,2016,GSW,Golden State Warriors
Draymond Green,15330435,2017,2016,GSW,Golden State Warriors
Stephen Curry,12112359,2017,2016,GSW,Golden State Warriors
Andre Iguodala,11131368,2017,2016,GSW,Golden State Warriors
Shaun Livingston,5782450,2017,2016,GSW,Golden State Warriors
Zaza Pachulia,2898000,2017,2016,GSW,Golden State Warriors
David West,1551659,2017,2016,GSW,Golden State Warriors
Anderson Varejao,1551659,2017,2016,GSW,Golden State Warriors
JaVale McGee,1403611,2017,2016,GSW,Golden State Warriors
Kevon Looney,1182840,2017,2016,GSW,Golden State Warriors
Damian Jones,1171560,2017,2016,GSW,Golden State Warriors
Ian Clark,1015696,2017,2016,GSW,Golden State Warriors
James Michael McAdoo,980431,2017,2016,GSW,Golden State Warriors
Jason Thompson,945126,2017,2016,GSW,Golden State Warriors
Patrick McCaw,543471,2017,2016,GSW,Golden State Warriors
Matt Barnes,383351,2017,2016,GSW,Golden State Warriors
Elliot Williams,250000,2017,2016,GSW,Golden State Warriors
Briante Weber,102898,2017,2016,GSW,Golden State Warriors
Cameron Jones,50000,2017,2016,GSW,Golden State Warriors
Elgin Cook,50000,2017,2016,GSW,Golden State Warriors
Scott Wood,50000,2017,2016,GSW,Golden State Warriors
Phil Pressey,35000,2017,2016,GSW,Golden State Warriors
James Harden,26540100,2017,2016,HOU,Houston Rockets
Ryan Anderson,18735364,2017,2016,HOU,Houston Rockets
Eric Gordon,12385364,2017,2016,HOU,Houston Rockets
Trevor Ariza,7806971,2017,2016,HOU,Houston Rockets
Lou Williams,7000000,2017,2016,HOU,Houston Rockets
Patrick Beverley,6000000,2017,2016,HOU,Houston Rockets
Nene Hilario,2898000,2017,2016,HOU,Houston Rockets
Sam Dekker,1720560,2017,2016,HOU,Houston Rockets
Marcelo Huertas,1500000,2017,2016,HOU,Houston Rockets
Clint Capela,1296240,2017,2016,HOU,Houston Rockets
Pablo Prigioni,1050961,2017,2016,HOU,Houston Rockets
Montrezl Harrell,1045000,2017,2016,HOU,Houston Rockets
Bobby Brown,934293,2017,2016,HOU,Houston Rockets
Chinanu Onuaku,543471,2017,2016,HOU,Houston Rockets
Gary Payton,543471,2017,2016,HOU,Houston Rockets
Isaiah Taylor,305000,2017,2016,HOU,Houston Rockets
Troy Williams,181969,2017,2016,HOU,Houston Rockets
P.J. Hairston,11534,2017,2016,HOU,Houston Rockets
Paul George,18314532,2017,2016,IND,Indiana Pacers
Thaddeus Young,14153652,2017,2016,IND,Indiana Pacers
Monta Ellis,10770000,2017,2016,IND,Indiana Pacers
Al Jefferson,10230179,2017,2016,IND,Indiana Pacers
Jeff Teague,8800000,2017,2016,IND,Indiana Pacers
Rodney Stuckey,7000000,2017,2016,IND,Indiana Pacers
C.J. Miles,4583450,2017,2016,IND,Indiana Pacers
Lance Stephenson,4000000,2017,2016,IND,Indiana Pacers
Lavoy Allen,4000000,2017,2016,IND,Indiana Pacers
Aaron Brooks,2700000,2017,2016,IND,Indiana Pacers
Myles Turner,2463840,2017,2016,IND,Indiana Pacers
Kevin Seraphin,1800000,2017,2016,IND,Indiana Pacers
Jeremy Evans,1227286,2017,2016,IND,Indiana Pacers
Joe Young,1052342,2017,2016,IND,Indiana Pacers
Rakeem Christmas,1052342,2017,2016,IND,Indiana Pacers
Glenn Robinson,1050500,2017,2016,IND,Indiana Pacers
Georges Niang,650000,2017,2016,IND,Indiana Pacers
Julyan Stone,50000,2017,2016,IND,Indiana Pacers
Ben Bentil,50000,2017,2016,IND,Indiana Pacers
Alex Poythress,35381,2017,2016,IND,Indiana Pacers
Nick Zeisloft,25000,2017,2016,IND,Indiana Pacers
Chris Paul,22868827,2017,2016,LAC,Los Angeles Clippers
DeAndre Jordan,21165675,2017,2016,LAC,Los Angeles Clippers
Blake Griffin,20140838,2017,2016,LAC,Los Angeles Clippers
Jamal Crawford,13253012,2017,2016,LAC,Los Angeles Clippers
Austin Rivers,11000000,2017,2016,LAC,Los Angeles Clippers
J.J. Redick,7377500,2017,2016,LAC,Los Angeles Clippers
Wesley Johnson,5628000,2017,2016,LAC,Los Angeles Clippers
Paul Pierce,3500000,2017,2016,LAC,Los Angeles Clippers
Luc Mbah a Moute,2203000,2017,2016,LAC,Los Angeles Clippers
Brandon Bass,1551659,2017,2016,LAC,Los Angeles Clippers
Raymond Felton,1551659,2017,2016,LAC,Los Angeles Clippers
Marreese Speights,1403611,2017,2016,LAC,Los Angeles Clippers
Alan Anderson,1315448,2017,2016,LAC,Los Angeles Clippers
Brice Johnson,1273920,2017,2016,LAC,Los Angeles Clippers
Carlos Delfino,650000,2017,2016,LAC,Los Angeles Clippers
Diamond Stone,543471,2017,2016,LAC,Los Angeles Clippers
Jordan Farmar,510921,2017,2016,LAC,Los Angeles Clippers
Miroslav Raduljica,300000,2017,2016,LAC,Los Angeles Clippers
Luol Deng,18000000,2017,2016,LAL,Los Angeles Lakers
Timofey Mozgov,16000000,2017,2016,LAL,Los Angeles Lakers
Jordan Clarkson,12500000,2017,2016,LAL,Los Angeles Lakers
Jose Calderon,7708427,2017,2016,LAL,Los Angeles Lakers
Corey Brewer,7600000,2017,2016,LAL,Los Angeles Lakers
Tarik Black,6191000,2017,2016,LAL,Los Angeles Lakers
Nick Young,5443918,2017,2016,LAL,Los Angeles Lakers
D\'Angelo Russell,5332800,2017,2016,LAL,Los Angeles Lakers
Brandon Ingram,5281680,2017,2016,LAL,Los Angeles Lakers
Julius Randle,3267120,2017,2016,LAL,Los Angeles Lakers
Tyler Ennis,1733880,2017,2016,LAL,Los Angeles Lakers
Metta World Peace,1551659,2017,2016,LAL,Los Angeles Lakers
Larry Nance Jr.,1207680,2017,2016,LAL,Los Angeles Lakers
Thomas Robinson,1050961,2017,2016,LAL,Los Angeles Lakers
Ivica Zubac,1034956,2017,2016,LAL,Los Angeles Lakers
Anthony Brown,874636,2017,2016,LAL,Los Angeles Lakers
Yi Jianlian,250000,2017,2016,LAL,Los Angeles Lakers
David Nwaba,137466,2017,2016,LAL,Los Angeles Lakers
Zach Auguste,60000,2017,2016,LAL,Los Angeles Lakers
Mike Conley,26540100,2017,2016,MEM,Memphis Grizzlies
Chandler Parsons,22116750,2017,2016,MEM,Memphis Grizzlies
Marc Gasol,21165675,2017,2016,MEM,Memphis Grizzlies
Zach Randolph,10361445,2017,2016,MEM,Memphis Grizzlies
Brandan Wright,5700000,2017,2016,MEM,Memphis Grizzlies
Tony Allen,5505618,2017,2016,MEM,Memphis Grizzlies
Vince Carter,4264057,2017,2016,MEM,Memphis Grizzlies
Troy Daniels,3332940,2017,2016,MEM,Memphis Grizzlies
James Ennis,2898000,2017,2016,MEM,Memphis Grizzlies
Wade Baldwin,1793760,2017,2016,MEM,Memphis Grizzlies
Jordan Adams,1465080,2017,2016,MEM,Memphis Grizzlies
Deyonta Davis,1369229,2017,2016,MEM,Memphis Grizzlies
Jarell Martin,1286160,2017,2016,MEM,Memphis Grizzlies
JaMychal Green,980431,2017,2016,MEM,Memphis Grizzlies
Andrew Harrison,945000,2017,2016,MEM,Memphis Grizzlies
Toney Douglas,603558,2017,2016,MEM,Memphis Grizzlies
Troy Williams,543471,2017,2016,MEM,Memphis Grizzlies
Wayne Selden,83119,2017,2016,MEM,Memphis Grizzlies
D.J. Stephens,35000,2017,2016,MEM,Memphis Grizzlies
Matt Costello,31500,2017,2016,MEM,Memphis Grizzlies
Tony Wroten,25000,2017,2016,MEM,Memphis Grizzlies
Chris Bosh,23741060,2017,2016,MIA,Miami Heat
Hassan Whiteside,22116750,2017,2016,MIA,Miami Heat
Goran Dragic,15890000,2017,2016,MIA,Miami Heat
Wayne Ellington,6000000,2017,2016,MIA,Miami Heat
Josh McRoberts,5782450,2017,2016,MIA,Miami Heat
Tyler Johnson,5628000,2017,2016,MIA,Miami Heat
Derrick Williams,4598000,2017,2016,MIA,Miami Heat
Udonis Haslem,4000000,2017,2016,MIA,Miami Heat
James Johnson,4000000,2017,2016,MIA,Miami Heat
Dion Waiters,2898000,2017,2016,MIA,Miami Heat
Justise Winslow,2593440,2017,2016,MIA,Miami Heat
Luke Babbitt,1227000,2017,2016,MIA,Miami Heat
Willie Reed,1015696,2017,2016,MIA,Miami Heat
Josh Richardson,874636,2017,2016,MIA,Miami Heat
Rodney McGruder,543471,2017,2016,MIA,Miami Heat
Okaro White,374933,2017,2016,MIA,Miami Heat
Briante Weber,328000,2017,2016,MIA,Miami Heat
Stefan Jankovic,100000,2017,2016,MIA,Miami Heat
Keith Benson,75000,2017,2016,MIA,Miami Heat
Marcus Georges-Hunt,31969,2017,2016,MIA,Miami Heat
Greg Monroe,17100000,2017,2016,MIL,Milwaukee Bucks
Khris Middleton,15200000,2017,2016,MIL,Milwaukee Bucks
John Henson,12517606,2017,2016,MIL,Milwaukee Bucks
Miles Plumlee,12500000,2017,2016,MIL,Milwaukee Bucks
Mirza Teletovic,10500000,2017,2016,MIL,Milwaukee Bucks
Matthew Dellavedova,9607500,2017,2016,MIL,Milwaukee Bucks
Spencer Hawes,6348759,2017,2016,MIL,Milwaukee Bucks
Jabari Parker,5374320,2017,2016,MIL,Milwaukee Bucks
Giannis Antetokounmpo,2995421,2017,2016,MIL,Milwaukee Bucks
Thon Maker,2568600,2017,2016,MIL,Milwaukee Bucks
Tony Snell,2368327,2017,2016,MIL,Milwaukee Bucks
Larry Sanders,1865547,2017,2016,MIL,Milwaukee Bucks
Rashad Vaughn,1811040,2017,2016,MIL,Milwaukee Bucks
Jason Terry,1551659,2017,2016,MIL,Milwaukee Bucks
Steve Novak,1551659,2017,2016,MIL,Milwaukee Bucks
Michael Beasley,1403611,2017,2016,MIL,Milwaukee Bucks
Malcolm Brogdon,925000,2017,2016,MIL,Milwaukee Bucks
Terrence Jones,236457,2017,2016,MIL,Milwaukee Bucks
Axel Toupane,51449,2017,2016,MIL,Milwaukee Bucks
Gary Payton,35166,2017,2016,MIL,Milwaukee Bucks
Ricky Rubio,13550000,2017,2016,MIN,Minnesota Timberwolves
Nikola Pekovic,12100000,2017,2016,MIN,Minnesota Timberwolves
Kevin Garnett,8000000,2017,2016,MIN,Minnesota Timberwolves
Cole Aldrich,7643979,2017,2016,MIN,Minnesota Timberwolves
Andrew Wiggins,6006600,2017,2016,MIN,Minnesota Timberwolves
Karl-Anthony Towns,5960160,2017,2016,MIN,Minnesota Timberwolves
Jordan Hill,3911380,2017,2016,MIN,Minnesota Timberwolves
Kris Dunn,3872520,2017,2016,MIN,Minnesota Timberwolves
Nemanja Bjelica,3800000,2017,2016,MIN,Minnesota Timberwolves
Brandon Rush,3500000,2017,2016,MIN,Minnesota Timberwolves
Shabazz Muhammad,3046299,2017,2016,MIN,Minnesota Timberwolves
Gorgui Dieng,2348783,2017,2016,MIN,Minnesota Timberwolves
Zach LaVine,2240880,2017,2016,MIN,Minnesota Timberwolves
Adreian Payne,2022240,2017,2016,MIN,Minnesota Timberwolves
Kevin Martin,1360305,2017,2016,MIN,Minnesota Timberwolves
Tyus Jones,1339680,2017,2016,MIN,Minnesota Timberwolves
